2026-08-20T03:49:19-04:00,littraceqa-test,ad226cf461ef,succeeded,0.764852,"{""paper_precision_macro"": 0.985915, ""paper_recall_macro"": 0.96831, ""paper_f1_macro"": 0.970423, ""evidence_precision_macro"": 0.733568, ""evidence_recall_macro"": 0.753521, ""evidence_f1_macro"": 0.731858, ""multiple_choice_accuracy"": 0.98, ""freeform_exact_match"": null, ""table_row_f1_macro"": 0.499206, ""table_cell_accuracy_macro"": 0.297619, ""table_cell_accuracy_micro"": 0.356322}"
2026-08-20T02:03:01-04:00,littraceqa-test,d48b79d956d9,succeeded,0.764738,"{""paper_precision_macro"": 0.985915, ""paper_recall_macro"": 0.96831, ""paper_f1_macro"": 0.970423, ""evidence_precision_macro"": 0.728873, ""evidence_recall_macro"": 0.746479, ""evidence_f1_macro"": 0.726224, ""multiple_choice_accuracy"": 0.98, ""freeform_exact_match"": null, ""table_row_f1_macro"": 0.515079, ""table_cell_accuracy_macro"": 0.297619, ""table_cell_accuracy_micro"": 0.356322}"
2026-08-20T01:54:32-04:00,littraceqa-test,e44e98854128,succeeded,0.763415,"{""paper_precision_macro"": 0.985915, ""paper_recall_macro"": 0.96831, ""paper_f1_macro"": 0.970423, ""evidence_precision_macro"": 0.728873, ""evidence_recall_macro"": 0.746479, ""evidence_f1_macro"": 0.726224, ""multiple_choice_accuracy"": 0.98, ""freeform_exact_match"": null, ""table_row_f1_macro"": 0.503175, ""table_cell_accuracy_macro"": 0.297619, ""table_cell_accuracy_micro"": 0.356322}"
2026-08-20T01:47:41-04:00,littraceqa-test,eb0dd327b851,succeeded,0.761651,"{""paper_precision_macro"": 0.985915, ""paper_recall_macro"": 0.96831, ""paper_f1_macro"": 0.970423, ""evidence_precision_macro"": 0.728873, ""evidence_recall_macro"": 0.746479, ""evidence_f1_macro"": 0.726224, ""multiple_choice_accuracy"": 0.98, ""freeform_exact_match"": null, ""table_row_f1_macro"": 0.487302, ""table_cell_accuracy_macro"": 0.297619, ""table_cell_accuracy_micro"": 0.356322}"
2026-08-20T01:30:23-04:00,littraceqa-test,e8f31d674fc5,succeeded,0.751808,"{""paper_precision_macro"": 0.985915, ""paper_recall_macro"": 0.96831, ""paper_f1_macro"": 0.970423, ""evidence_precision_macro"": 0.721831, ""evidence_recall_macro"": 0.739437, ""evidence_f1_macro"": 0.719182, ""multiple_choice_accuracy"": 0.98, ""freeform_exact_match"": null, ""table_row_f1_macro"": 0.46746, ""table_cell_accuracy_macro"": 0.25, ""table_cell_accuracy_micro"": 0.264368}"
2026-08-20T01:01:11-04:00,littraceqa-test,f2a6d08884a8,succeeded,0.750246,"{""paper_precision_macro"": 0.985915, ""paper_recall_macro"": 0.96831, ""paper_f1_macro"": 0.970423, ""evidence_precision_macro"": 0.721831, ""evidence_recall_macro"": 0.739437, ""evidence_f1_macro"": 0.719182, ""multiple_choice_accuracy"": 0.98, ""freeform_exact_match"": null, ""table_row_f1_macro"": 0.453401, ""table_cell_accuracy_macro"": 0.25, ""table_cell_accuracy_micro"": 0.264368}"
2026-08-20T00:45:44-04:00,littraceqa-test,d7ce1b592504,succeeded,0.746815,"{""paper_precision_macro"": 0.985915, ""paper_recall_macro"": 0.96831, ""paper_f1_macro"": 0.970423, ""evidence_precision_macro"": 0.714789, ""evidence_recall_macro"": 0.732394, ""evidence_f1_macro"": 0.71214, ""multiple_choice_accuracy"": 0.98, ""freeform_exact_match"": null, ""table_row_f1_macro"": 0.46746, ""table_cell_accuracy_macro"": 0.22619, ""table_cell_accuracy_micro"": 0.241379}"
2026-08-20T00:33:34-04:00,littraceqa-test,03b2fd0194c0,succeeded,0.742465,"{""paper_precision_macro"": 0.985915, ""paper_recall_macro"": 0.96831, ""paper_f1_macro"": 0.970423, ""evidence_precision_macro"": 0.714789, ""evidence_recall_macro"": 0.732394, ""evidence_f1_macro"": 0.71214, ""multiple_choice_accuracy"": 0.98, ""freeform_exact_match"": null, ""table_row_f1_macro"": 0.428307, ""table_cell_accuracy_macro"": 0.22619, ""table_cell_accuracy_micro"": 0.241379}"
2026-08-20T00:28:24-04:00,littraceqa-test,0e767e6f452d,succeeded,0.732177,"{""paper_precision_macro"": 0.985915, ""paper_recall_macro"": 0.96831, ""paper_f1_macro"": 0.970423, ""evidence_precision_macro"": 0.714789, ""evidence_recall_macro"": 0.732394, ""evidence_f1_macro"": 0.71214, ""multiple_choice_accuracy"": 0.98, ""freeform_exact_match"": null, ""table_row_f1_macro"": 0.351587, ""table_cell_accuracy_macro"": 0.210317, ""table_cell_accuracy_micro"": 0.218391}"
2026-08-20T00:16:16-04:00,littraceqa-test,92ed79ebf783,succeeded,0.72872,"{""paper_precision_macro"": 0.985915, ""paper_recall_macro"": 0.96831, ""paper_f1_macro"": 0.970423, ""evidence_precision_macro"": 0.714789, ""evidence_recall_macro"": 0.732394, ""evidence_f1_macro"": 0.71214, ""multiple_choice_accuracy"": 0.96, ""freeform_exact_match"": null, ""table_row_f1_macro"": 0.340476, ""table_cell_accuracy_macro"": 0.210317, ""table_cell_accuracy_micro"": 0.218391}"
